name,category,time
Marius Ioan Groza,Masculin,50:49.92
Alexandru Melniciuc,Masculin,50:50.27
Alex Domsa,Masculin,50:56.41
Cristian Nitoiu,Masculin,51:2.47
Tudor Punteas,Masculin,51:4.7
George Suciu,Masculin,51:5.25
Spiru Andrei Ionescu,Masculin,51:6.39
Tamas Vincze,Masculin,51:8.19
Iulian Danilet,Masculin,51:14.07
Attila Eros,Masculin,51:34.69
Ciprian Sarbu,Masculin,51:36.63
Vasile Moisil,Masculin,51:42.49
Paul Pojar,Masculin,51:45.87
Dragos Fluerasu,Masculin,51:50.89
Ionut Florea,Masculin,51:52.09
Lucian Dracea,Masculin,51:52.69
Razvan Nicoara,Masculin,51:55.24
Adrian Puscasu,Masculin,51:56.54
Crina Barb,Feminin,51:57.78
Botond Vincze,Masculin,52:4.53
Alexandra Moldovan,Feminin,52:7.05
Sergiu Stefan Cimpean,Masculin,52:8.01
Negru Carmen,Feminin,52:11.65
Marchis Amalia,Feminin,52:11.81
Ovidiu CALINA,Masculin,52:12.81
Botond Horvath,Masculin,52:15.13
Alexandru Objelean,Masculin,52:19.88
Nicoleta-Marinela Sasu,Feminin,52:20.64
George-Ovidiu Panaite,Masculin,52:28.91
Marius Moldovan,Masculin,52:31.94
Alexandru Dod,Masculin,52:35.27
Zoltan Thalblum,Masculin,52:37.81
Rares Teodorescu,Masculin,52:46.06
Botond Kepes,Masculin,52:48.62
Grigore Brad,Masculin,52:52
Daniel Policsek,Masculin,52:56.96
Claudiu Terec,Masculin,52:57.28
Calin Pasca,Masculin,52:58.26
Razvan Dragomir,Masculin,52:59.64
Claudiu Ciobotea,Masculin,53:2.38
T Alexandru,Masculin,53:3.69
Bajko Sebastian,Masculin,53:5.54
TUNS VASILE,Masculin,53:9.54
Renata Domokos,Feminin,53:9.7
Calin Grigorovici,Masculin,53:10.47
NICOLAE DANIEL NASTE,Masculin,53:11.6
Adrian Babalau,Masculin,53:15.12
Daniel Tamas,Masculin,53:18.81
Istvan Gergely,Masculin,53:30.11
TANIA STAN,Feminin,53:36.34
Maria BERINDEA,Feminin,53:39.07
Gelu Bugnaru,Masculin,53:49.42
Tiberiu Sanek,Masculin,53:52.44
Alin Grigore,Masculin,53:54.82
TIBERIU MIHALCI,Masculin,53:59.7
Daniel Budusan,Masculin,54:8.49
Adrian Labont,Masculin,54:10.42
Pavel Gabriel Krafcic,Masculin,54:11.43
Adrian Augustin POP,Masculin,54:15.03
Maria Padurariu,Feminin,54:24.07
Florina Morari,Feminin,54:26.66
Ioan Tarnovan,Masculin,54:29.8
Dorothee Karekezi,Feminin,54:30.54
Alexandru Gherman,Masculin,54:37.31
Radu Crisan,Masculin,54:38.62
Karola Ozsvath,Feminin,54:39.2
Geza Szasz,Masculin,54:41.42
Marius Vanca,Masculin,54:42.47
Teodora Maria Vermesan,Feminin,54:43.39
Gheorghe Balla,Masculin,54:53.54
Daniel-Mihai Mandea,Masculin,54:56.71
Carmen Gatina,Feminin,54:59.13
Lucian Pavel,Masculin,55:8.91
Daniel Alexandru Cioloca,Masculin,55:17.53
Flavien DERNEVILLE,Masculin,55:18.73
Gabriel Timis,Masculin,55:23
Calin Muresan,Masculin,55:29.17
Paul-Gabriel Cosma,Masculin,55:30.59
Othniel Visky,Masculin,55:37.97
Timea Jozsa,Feminin,55:39.2
Sonia Salomie,Feminin,55:41.81
alexa damian,Feminin,55:42.01
Alina Miertoiu,Feminin,55:42.07
Vlad Danciu,Masculin,55:44.97
Rare? Ungureanu,Masculin,55:45.7
Flaviu Siminic,Masculin,55:48.06
ADRIAN DAN SCURT,Masculin,55:48.47
Ionut Hatos,Masculin,55:49.27
Ciprian Pop,Masculin,55:53.62
Bogdan Aranyosi,Masculin,55:56.13
Gabriel-Alin Cocis,Masculin,55:58.8
Alexandru Moldovan,Masculin,56:4.91
Rosian Negrean,Masculin,56:9.53
Cristian Vlad Purcar,Masculin,56:12.67
Laura CATTAUD,Feminin,56:13.21
Mircea Chira,Masculin,56:19.04
ANA - MARIA DANILA,Feminin,56:19.99
Radu Stan,Masculin,56:20.37
Paul Bogdan Herinean,Masculin,56:24.65
Anca Pop,Feminin,56:24.79
Lorand Terebesi,Masculin,56:28.78
Mircea-Andrei Golban,Masculin,56:29.78
Vadim Caitaz,Masculin,56:32.85
Alexandru Schwartz,Masculin,56:33.29
Silvia Cret,Feminin,56:33.4
Alexandra Cotoc,Feminin,56:33.44
Nicolae Sasu,Masculin,56:37.53
Alexandra Tripon,Feminin,56:38.51
Becea Septimiu,Masculin,56:44.16
Ioana Babiciu,Feminin,56:45.99
Dorin Galban,Masculin,56:46.9
Radu Oprea,Masculin,56:48.24
Ruxandra Muntean,Feminin,56:53.52
Cristian Andrei Stan,Masculin,56:53.98
Vica Forogau,Feminin,56:54.18
Maria Daud,Feminin,56:55.05
Mircea Murasan,Masculin,56:55.39
Ioana Guttman,Feminin,56:59.67
Dana Deghi,Feminin,57:0.35
Daniel Sturza,Masculin,57:0.42
Gabriel Korobian,Masculin,57:0.51
Monica Ghiurco,Feminin,57:1.37
Zoltan Vassy,Masculin,57:1.86
Nicolae Chilimari,Masculin,57:2.32
Andor Pal,Masculin,57:2.95
Bogdan Boca,Masculin,57:5.53
Arpad-Remus Teleky,Masculin,57:6.33
Cosmina Bindila,Feminin,57:7.22
Ion Savu,Masculin,57:10.29
Hamude Homsi,Masculin,57:10.31
Anuta Dunca,Feminin,57:18.15
Csaba Kis,Masculin,57:18.78
Viorel-Vlad Popa,Masculin,57:25.19
Csaba Sasvari,Masculin,57:25.4
Silviu Vladuceanu,Masculin,57:27.19
Izabella Pasca,Feminin,57:33.93
Mihai Farcas,Masculin,57:33.93
Elena Boca,Feminin,57:35.35
Lehel Zsolt Stefan,Masculin,57:36.2
Marcel Fodor,Masculin,57:41.55
Laura Moldovan,Feminin,57:44.22
Szidonia Timea Huber,Feminin,57:44.68
Andreea Boca,Feminin,57:46.42
ANGELA TAMAS,Feminin,57:49.52
Robert-Paul Smical,Masculin,57:49.79
Alina Mit,Feminin,57:52.06
Alexandra Tanase,Feminin,57:53.81
carmen gorga,Feminin,57:56.5
Catalina Aldea,Feminin,57:57.01
Csaba B,Masculin,57:59.76
Bogdan Stancu,Masculin,58:8.81
Paul Serban,Masculin,58:10.68
Cornelia Nicoleta Marin,Feminin,58:12.8
Valentin Strugari,Masculin,58:31.57
Razvan Oprean,Masculin,58:32.63
Alexandru Topa,Masculin,58:32.74
Alexandra Muntenescu,Feminin,58:34.57
Sorin Patiu,Masculin,58:36.94
Ana Maria Galban,Feminin,58:37
Adrian Suteu,Masculin,58:45.78
Ioana Birta,Feminin,58:50.22
Irina Poiana,Feminin,58:56.74
Viorica Policsek,Feminin,58:58.11
JULIA SZEGEDI,Feminin,59:4.94
Adrian Sirbe,Masculin,59:11.18
Vlad Tet,Masculin,59:14.4
Neagota Florin,Masculin,59:15.11
Sergiu Soimosan,Masculin,59:15.84
Adrian Ion,Masculin,59:16
Sever Ster,Masculin,59:16.16
Maria Matyas,Feminin,59:18
Radu Claudiu Jac,Masculin,59:25.86
Alex Girda,Masculin,59:28.68
Rare? C?lin Cr?ciun,Masculin,59:40.64
Andrada Nemes,Feminin,59:40.76
Sz?cs,Masculin,59:43.51
Sorin-Andrei Laza,Masculin,59:43.91
Doru Vasile Pu?ca?,Masculin,59:44.27
Szenko Ren,Feminin,59:44.7
Alin Fleser,Masculin,59:57.96
Nica Adrian,Masculin,01:00:4.97
Malina Mihaila,Feminin,01:00:7.31
Andreea Cristina Bajko,Feminin,01:00:10.26
Andreea Sonfelean,Feminin,01:00:11.64
Andrada Harangus,Feminin,01:00:14.79
Andreea Laura Grozavu,Feminin,01:00:20.23
Sergiu Cipcigan,Masculin,01:00:21.99
Reka Dosa,Feminin,01:00:24.5
Maria Pop,Feminin,01:00:24.96
Ioana Bogdan,Feminin,01:00:25.26
Carmen Constantinescu,Feminin,01:00:28.1
Anita Maria Muresan,Feminin,01:00:30.58
Patricia Miclea,Feminin,01:00:31.33
Andreea Prunea,Feminin,01:00:37.49
Marcel Cioban,Masculin,01:00:42.52
Teodora Zahariuc,Feminin,01:00:42.99
Tivadar Torok,Masculin,01:00:44.88
Ioana Jurj,Feminin,01:00:45.52
Petru Hangiu,Masculin,01:00:52.99
Flaviu Gherman,Masculin,01:00:54.9
Adela Avram,Feminin,01:01:1.78
Ilie Taranu,Masculin,01:01:3.91
Alexandrina Baciu,Feminin,01:01:4.88
Tunde Popovics,Feminin,01:01:12.71
Zoltan Kelemen,Masculin,01:01:12.71
Cristina Baltan,Feminin,01:01:15.59
Roxana-Elena Neagoe,Feminin,01:01:21.49
Ancuta-Raluca Paul,Feminin,01:01:25.25
Alexandra Manolache,Feminin,01:01:30.23
Calin Stan,Masculin,01:01:41.09
Anna Veres,Feminin,01:01:59.56
Andrei Avram,Masculin,01:02:1.9
Florentin Radulescu,Masculin,01:02:2.37
Nina Mara SUCIU,Feminin,01:02:2.72
Daniel Nemes,Masculin,01:02:17.15
Andra-Lucia Rus,Feminin,01:02:17.73
Daniel Barbat,Masculin,01:02:34.04
Horatiu Baciu,Masculin,01:02:37.83
Ovidiu Roman,Masculin,01:02:43.5
Lorand Toth,Masculin,01:02:48.97
Vlad Macarie,Masculin,01:03:7.23
Timea Pasztor,Feminin,01:03:7.75
Ada Moisescu,Feminin,01:03:9.79
Andra Dediu,Feminin,01:03:12.21
Veronica Sut,Feminin,01:03:13.42
Ioana Vrajitoriu,Feminin,01:03:29.63
Adrian Santa,Masculin,01:03:33.86
Attila David,Masculin,01:03:38.21
Adrian Craciunescu,Masculin,01:03:38.45
Ioana Basso,Feminin,01:03:39.59
Sandrina Todosi,Feminin,01:03:40.21
Sergiu Mircea,Masculin,01:03:46.8
Jozsef Chis,Masculin,01:03:48.05
Cristina Berci,Feminin,01:04:6.17
FARCAS Axell,Masculin,01:04:19.54
Razvan Danut Vlas,Masculin,01:04:23.7
Andreea Ones,Feminin,01:04:34.56
Savus Ioan,Masculin,01:04:36.97
Codruta Todorut,Feminin,01:04:39.4
Roxana Poenar,Feminin,01:04:40.96
Maria-Cristina Puscasu,Feminin,01:04:42.36
Thomas Salati,Masculin,01:04:43.41
Raluca Boita,Feminin,01:05:24.29
Luminita Socaciu,Feminin,01:05:27.16
Liana Sirb,Feminin,01:05:33.27
Alexandra Vilcan,Feminin,01:05:36.7
Cosmin Coman,Masculin,01:05:48.2
Paul Adrian Utiu,Masculin,01:05:49.4
Terebesi Robert,Masculin,01:05:53.44
Madalina Pop,Feminin,01:05:56.24
Catalin Costin,Masculin,01:05:59.03
Andrea Fedeuan,Feminin,01:06:1.78
Mihai Andrei Rustiuc,Masculin,01:06:7.11
Alexandru Mihu?,Masculin,01:06:26.04
ANDREEA BOBOIA,Feminin,01:06:30.77
Nicoleta Macicasan,Feminin,01:06:30.89
Georgiana Iulia Blaga,Feminin,01:06:30.96
Bianca Dumitru,Feminin,01:06:41.09
Antoanela Ignat,Feminin,01:06:59.11
Elena Magda Placinta,Feminin,01:07:6.1
Camelia Cristea,Feminin,01:07:9.66
Maria Donosa,Feminin,01:07:13.66
Roxana Daniela Varga,Feminin,01:07:25.83
Dana Neacsu,Feminin,01:07:29.61
Csaba Denes,Masculin,01:07:31.51
Andreea Misaras,Feminin,01:08:12.35
Adina Birta,Feminin,01:08:14.71
Radu-Cristian Stupar,Masculin,01:08:14.81
Mihai Barbul,Masculin,01:08:15.04
Anca Elena Anghel,Feminin,01:08:16.21
Beatrice Balla,Feminin,01:08:17.25
Mihaela-Roxana Lungu,Feminin,01:08:30.53
Ilinca Alexandrescu,Feminin,01:08:37.65
Adrian Hogiu,Masculin,01:08:38.17
Gabriel Muresan,Masculin,01:08:48.28
Iulia Moldovan,Feminin,01:08:49.44
Mircea Anton,Masculin,01:08:53.07
Sorina Fetche,Feminin,01:08:57.55
Anca Timis,Feminin,01:08:58.46
Iobagy Julia,Feminin,01:08:59.07
Paula Oltean,Feminin,01:09:1.29
Georgiana Marginean,Feminin,01:09:8.53
Radu Chis,Masculin,01:09:24.94
Cristina Cotar,Feminin,01:09:25.05
Anamaria Chitic,Feminin,01:09:27.19
Adina Marcut,Feminin,01:09:28.84
Radu Nicolae Ungurean,Masculin,01:09:29.05
Iulia Condriuc,Feminin,01:09:29.29
Monika Czinege,Feminin,01:09:31.64
Cristina Gudiu,Feminin,01:09:31.75
Ramona Catinean,Feminin,01:09:32.03
Andrei Spatariu,Masculin,01:09:39.64
Ancuta Caliment,Feminin,01:09:39.7
Narcis Ciobotariu,Masculin,01:09:57.45
Dana Cirstea,Feminin,01:10:0.99
Daniela Avram,Feminin,01:10:46.66
Nicoleta-Gabriela Tamas,Feminin,01:10:46.87
Ramona Muresan,Feminin,01:10:53.19
Roxana Simon,Feminin,01:11:2.08
Iulia Selegean,Feminin,01:11:2.66
Mihaela Lutencu,Feminin,01:11:5.68
Laura Mihu,Feminin,01:11:9.88
Velicu Gruia,Masculin,01:11:25.16
Alina Dinuta,Feminin,01:11:25.28
Vladimir Filip,Masculin,01:11:27.97
Alina Huruban,Feminin,01:11:57.15
Claudia Silvia Fesnic,Feminin,01:11:57.17
LIDIA BODREA,Feminin,01:12:29.9
Andreea Pestritu,Feminin,01:13:23.39
Anda Bob,Feminin,01:13:23.53
Georgiana Cocia,Feminin,01:13:43.46
Alexandra Negrut,Feminin,01:13:58.55
Tunde-Alice Vassy-Kasa,Feminin,01:14:13.75
Adria Trusca,Feminin,01:14:23.39
Darius Nicolae mocan,Masculin,01:14:33.84
Octavian Muresan,Masculin,01:15:15.24
Alexandra Baroga,Feminin,01:15:20.25
Madalina Man,Feminin,01:15:20.61
MONICA DOHATCA,Feminin,01:15:37.37
Ioana Buzan,Feminin,01:17:24.1
Vlad Carbune,Masculin,01:24:39.24
Alin Feurdean,Masculin,01:24:39.34
