name,category,time
LUCRETIA GERMAN,Feminin,52:29
Sebastian Rentz,Masculin,52:34
BIANCA HAIDUC,Feminin,52:48
Daniel Sturza,Masculin,52:48
Sanda Viorelia Irimus,Feminin,52:55
Erika-Timea Nagy,Feminin,53:00
Alina Pop,Masculin,53:09
Alexandru-Daniel Pojar,Masculin,53:10
tudor hossu,Masculin,53:21
Sanek Tiberiu,Masculin,53:21
Daniel Budusan,Masculin,53:22
R?zvan Dragomir,Masculin,53:23
Calin Bonda,Masculin,53:29
Flaviu Mesesan,Masculin,53:37
Alin Baciu,Masculin,53:54
Ionel Gavris,Masculin,53:54
Csaba Sasvari,Masculin,53:57
Dana Deghi,Feminin,54:01
Darius Filimon,Masculin,54:03
Teodora Maria Vermesan,Feminin,54:06
Imola Nora Leonte,Feminin,54:07
Gabriela Teodorescu,Feminin,54:19
Csaba Laszlo,Masculin,54:26
Dan Darolti,Masculin,54:28
Alexandru Marin,Masculin,54:28
Ioana Crisan,Feminin,54:39
gyongyi Lenart,Feminin,54:49
Denes Lenart,Masculin,54:49
Marius Oprea,Masculin,54:55
Dalma Szilagyi,Feminin,54:59
Daniel Tataru,Masculin,54:59
Cristian Libotean,Masculin,54:59
Alexandru VIS,Masculin,54:59
CIPRIAN SARBU,Masculin,55:00
ANA - MARIA DANILA,Feminin,55:01
Aron Kertesz,Masculin,55:04
Anna Plotnic,Feminin,55:05
Luminita Moldovan,Feminin,55:07
Mircea Lascau,Masculin,55:11
Balint Ruzsa,Masculin,55:16
Mircea Dan Sotan,Masculin,55:29
Loredana Kis,Feminin,55:30
Sami Benkara,Masculin,55:36
Timea Jozsa,Feminin,55:38
Robert Elekes,Masculin,55:38
Dragos Comaniciu,Masculin,55:43
Ioana Maria Pop,Feminin,55:47
Razvan Samoila,Masculin,55:53
Andrei Corovei,Masculin,55:58
daniela ghinea,Feminin,56:02
Serban Condrea,Masculin,56:10
Zoltan Vassy,Masculin,56:25
Ecaterina Ciobanu,Feminin,56:27
Diana Plamada,Feminin,56:39
Vasile Moldovan,Masculin,56:41
Maximilian Marchis,Masculin,56:43
Alexandra Silveira,Feminin,56:44
Andreea Aschilean,Feminin,56:44
Oana Mariana Tarau,Feminin,56:49
Mihai Savin,Masculin,56:50
Anda Bostan,Feminin,56:52
Maria Iacob,Feminin,56:57
VLAD TIBERIU CONSTANTIN TET,Masculin,57:17
NICOLAE DANIEL NASTE,Masculin,57:18
HORATIU AGARBICEANU,Masculin,57:23
Anca Fodor,Feminin,57:29
Raluca Czirmai,Feminin,57:32
Noemi Simori,Feminin,57:36
Mihai Octavian Bogdan,Masculin,57:39
Cristina-Oana Barbus,Feminin,57:40
Zoltan Bogya,Masculin,57:47
Tiberiu Rus,Masculin,57:53
Iulia Givan,Feminin,57:54
Mircea Chira,Masculin,57:55
Ioana Sarbu,Feminin,57:57
Paul Cirstean,Masculin,58:14
Andreea-Georgiana Bandea,Feminin,58:23
MIHAELA ALINA DOBRESCU,Feminin,58:28
Renata Nagy,Feminin,58:35
Oana Coman,Feminin,58:38
Alexandru Macra,Masculin,58:40
Dan Pojar,Masculin,58:40
Gabriela Manolache,Feminin,58:47
Ildikó- Domahidi,Feminin,58:48
Lucian Dracea,Masculin,58:48
Monica Ghiurco,Feminin,58:55
Emanuel Moldovan,Masculin,58:59
Andrei Marcu,Masculin,59:04
Laszlo Sebok,Masculin,59:09
Anca Fernaga,Feminin,59:15
Claudiu Sabin Faur,Masculin,59:17
Catalin Cristian,Masculin,59:22
Anna Szabo,Feminin,59:24
Anita Maria Muresan,Feminin,59:24
Mircea Seplecan,Masculin,59:25
Ovidiu Bularca,Masculin,59:26
Crina Pelin,Feminin,59:31
Istvan Attila Barabas,Masculin,59:31
Alexandru Butoi,Masculin,59:32
Aurelie Roh,Feminin,59:40
RAUL LATIU,Masculin,59:53
CLAUDIA BEJAN,Feminin,59:54
Catrinel Gherman,Feminin,59:55
Bernadett Ketesdi,Feminin,01:00:07
VIORICA GRAUR,Feminin,01:00:09
Minodora Timis,Feminin,01:00:15
Corina Mirabela Frent,Feminin,01:00:16
Florina Bufnea,Feminin,01:00:26
Levente Okos,Masculin,01:00:26
Cristian Vlad Purcar,Masculin,01:00:27
Drago? Tomoiaga,Masculin,01:00:36
Annet Straver,Feminin,01:00:37
Codruta Pirvu,Feminin,01:00:52
Alexandru Bartis,Masculin,01:00:54
Adrian Vaidos,Masculin,01:01:03
George Ciugudean,Masculin,01:01:08
Andrei Moga,Masculin,01:01:12
Alexandru Topa,Masculin,01:01:12
Ovidiu Rus,Masculin,01:01:13
Ildiko Marton,Feminin,01:01:16
Pici Monika Marton,Feminin,01:01:16
Ramona Fechete,Feminin,01:01:17
Timea Kacso,Feminin,01:01:17
Alex Girda,Masculin,01:01:20
Corina Csollany,Feminin,01:01:34
Tunde Kozma,Feminin,01:01:37
Alin Zapartan,Masculin,01:01:43
Cosmin Pacurar,Masculin,01:01:46
Mircea Dan Harlav,Masculin,01:01:53
Sergiu Cipcigan,Masculin,01:02:10
Renata Szenko,Feminin,01:02:11
Paula Lup,Feminin,01:02:16
Ioana Viman,Feminin,01:02:24
Eleana Toffolon,Feminin,01:02:25
Alexandru voinica,Masculin,01:02:25
Andra Rus,Feminin,01:02:34
Ioana Vrajitoriu,Feminin,01:02:37
Cristina Moldovan,Feminin,01:02:51
Alexandra Moldovan,Feminin,01:02:51
Salvador laura,Feminin,01:03:10
DESPINA DONCA,Feminin,01:03:15
Ioana Jurj,Feminin,01:03:18
Marian Serdean,Masculin,01:03:19
Mirel Jurca,Masculin,01:03:21
Flaviu Pop,Masculin,01:03:25
ioan pintea,Masculin,01:03:59
Paul Utiu,Masculin,01:03:59
Acxel Farcas,Masculin,01:04:04
Bogdan Bolca,Masculin,01:04:04
Axell Farcas,Masculin,01:04:04
Ioana-Alina Mihet,Feminin,01:04:13
dan gota,Masculin,01:04:17
Eva Sebok,Feminin,01:04:21
Maria Padurariu,Feminin,01:04:21
Dragos Triteanu,Masculin,01:04:21
Gyula Uszkai,Masculin,01:04:21
Sorina Vasiliu,Feminin,01:04:22
Anda Bachis,Feminin,01:04:23
Simon Prunean,Masculin,01:04:24
BOGDAN FLORIN SERBAN,Masculin,01:04:36
Ioana Simina Serban,Feminin,01:04:37
Cristian Kovacs,Masculin,01:04:49
Andrei Avram,Masculin,01:04:53
Cristina Puscasu,Feminin,01:05:05
Ionut Daniel Ciutac,Masculin,01:05:19
Cristian Ignat,Masculin,01:05:20
Vlad Bondor,Masculin,01:05:20
Radu Cozma,Masculin,01:05:37
Bianca Alban,Feminin,01:05:49
Andi Daiszler,Masculin,01:05:50
oana andreea chis,Feminin,01:05:54
Alexandra Negrea,Feminin,01:05:54
Paula Almasan,Feminin,01:06:32
Stanca Potra,Feminin,01:06:42
csaba denes,Masculin,01:06:44
ROXANA ADRIANA BALEA,Feminin,01:07:06
Narcis Ciobotariu,Masculin,01:07:06
Csaba Marczinko,Masculin,01:07:07
Aniko Bakos,Feminin,01:07:34
Corina Puiu,Feminin,01:07:37
Victor Miron,Masculin,01:08:07
Roxana Morar,Feminin,01:08:20
Petra Soporean,Feminin,01:08:41
Alexandra Negru?,Feminin,01:08:49
Adrian Gyorgy,Masculin,01:08:54
Magdalena Ciubotaru,Feminin,01:09:43
Guillaume Singlas,Masculin,01:11:10
Daniel Policsek,Masculin,01:11:22
Gabriel-Ovidiu Lucaciu,Masculin,01:11:39
Paula Oltean,Feminin,01:12:54
Carmen Costina,Feminin,01:16:05
Ioana Buzan,Feminin,01:17:40
Doru Vasile Pu?ca?,Masculin,01:17:41
Florentina Popescu,Feminin,01:20:53
